Long,Lat
-46.764669200240036,-7.999730607872804
-46.58039832480753,-7.952734080513936
-46.77892404878993,-7.992617194343609
-46.92864063570802,-8.290825827152332
-46.774131880885335,-7.985585532034095
-46.848481213178246,-8.44146444532704
-46.77163062548681,-8.253038565801535
-46.85462429889464,-8.387190604440613
-46.91889512218806,-8.712880791570717
-47.43815360988863,-6.486614925195787
-47.44793343636567,-6.490906046094012
-47.94881938932751,-6.159202839184201
-48.12603430583862,-6.063888189638379
-48.26509513790572,-6.444028667534067
-48.5665324634456,-5.309849189234976
-48.362512487276206,-5.197313081801658
-48.65311903609265,-6.6687233845072384
-48.57825309731754,-5.321826153999874
-48.30470462893923,-6.408865033227984
-48.23196779469582,-5.96228578389778
-48.567322948502486,-6.633601317597767
-48.227000128158465,-6.007801686940551
-48.26549809499963,-6.4433559261588815
-48.65961114012163,-6.700751205674337
-48.66010747941781,-5.352513819961583
-48.32587266539511,-6.4030117768534724
-48.632039366587534,-6.510267307087901
-48.65248613149873,-6.687701537667461
-48.31138351004749,-6.401309519483954
-49.65632148017284,-11.3894845293421
-49.71394367443744,-11.804206159179106
-49.715560217056904,-11.811808255924253
-49.687841203440485,-11.936993739971033
-49.71592612504496,-11.851411244618365
-49.64149854440074,-11.355782323602469
-49.63899009813642,-10.889769008418796
-49.71432002487538,-11.78250845611925
-49.70550037295068,-11.7846384282644
-49.64984039945722,-11.79468687496432
-49.684712768354736,-11.928842019183719
-49.68466194255862,-11.967899881572368
-49.783508832699354,-10.816591863934324
-49.62790536936632,-11.353006962307708
-49.69665057540911,-11.851323184729406
-49.714449671814975,-11.8432672989044
-49.88401869986111,-10.905406979716389
-49.71285386918308,-11.772194607411848
-49.855161550467436,-10.91506627628582
-49.68283453707547,-11.975485918720853
-49.65378730175518,-11.80392761866132
-49.88370980689332,-10.914629160401535
-49.704456805227395,-11.889332630177078
-49.71599959621196,-11.835679552900928
-49.704399134381546,-11.84322152351553
-49.72395768735052,-11.811846101311808
-49.72468865167859,-11.802627105822772
-49.69725166778247,-11.782430873485913
-49.68178502541165,-11.907671826354544
-49.664116767509086,-11.802891401214255
-49.68462904318412,-11.94620079558147
-49.706372422347485,-11.804171803575459
-49.66241754134332,-11.812647946691627
-49.64416778924826,-11.372611680503088
-49.64312858900801,-11.388881453893823
-49.62675398862243,-11.363851256512026
-49.70436077683075,-11.851358566026125
-49.66146726444174,-10.895835466719934
-49.66609375761615,-11.792593655486039
-49.94062187117441,-11.456293618945075
-49.905030445729615,-10.82627013510837
-49.6764001983513,-11.967318556071675
-49.89331876654754,-10.914121499328688
-49.695371109887894,-11.888748315600925
